,x
863,3.296736479
864,5.004956778
865,0.809194579
866,2.330304984
867,3.874262288
868,6.137269959
869,0.272463966
870,1.751534361
871,3.565226795
872,0.303880285
873,5.863265173
874,1.707360072
875,3.137960446
876,0.442523645
877,0.961876948
878,0.60207529
879,0.928300565
880,0.980428366
881,0.592965209
882,5.709713588
883,2.285879992
884,3.017398707
885,0.934762253
886,0.497849828
887,3.284537013
888,0.241455313
889,0.947523803
890,0.568781424
891,3.471202399
892,1.174970309
893,2.104802249
894,1.21655818
895,0.920053894
896,0.454345018
897,1.757579831
898,0.169946062
899,1.057613561
900,2.071378391
901,3.725899714
902,2.159096919
903,0.271588934
904,1.342485322
905,1.530750224
906,1.852556127
907,0.286282523
908,1.164490256
909,2.569235222
910,1.971781429
911,2.426493749
912,3.398340754
913,0.375751748
914,0.502738969
915,0.092822159
916,0.537811947
917,2.483701171
918,0.01097864
919,3.637414068
920,1.084685576
921,2.437522173
922,2.454151537
923,2.015294728
924,0.438408908
925,0.134459495
926,1.890548548
927,0.90799803
928,0.306115936
929,1.349833181
930,2.003736233
931,0.807609187
932,1.121537564
933,2.332405246
934,0.951364813
935,1.323763304
936,0.379770089
937,0.053486174
938,4.234271113
939,0.023511807
940,1.313598259
941,3.212957464
942,3.321902495
943,0.866771395
944,1.277173718
945,0.173483483
946,0.110144646
947,3.921208493
948,4.732317636
949,0.152366393
950,0.545560323
951,5.580772013
952,0.782340288
953,1.01153362
954,2.231509523
955,0.690056918
956,2.064791435
957,2.037731392
958,0.247427064
959,0.935771763
960,1.186103134
961,2.097589217
962,2.932368435
963,0.110875214
964,3.72853671
965,0.528691898
966,0.166473814
967,0.302936536
968,0.139992611
969,0.64317227
970,4.633910518
971,0.232026864
972,0.351789811
973,0.226544286
974,1.784560733
975,1.32312335
976,6.9772305
977,2.65625404
978,1.094844887
979,1.418315107
980,1.57517509
981,10.19396147
982,2.167430572
983,0.254919776
984,3.374617614
985,0.447276425
986,0.150044085
987,3.095535198
988,4.64576463
989,2.912651148
990,0.883348603
991,1.015753658
992,0.225038482
993,2.528907604
994,3.469651906
995,1.621957619
996,1.120908478
997,0.408253009
998,0.347537118
999,2.706133306
1000,0.798259865
